,updated,trading_day,field,value,ticker,mean
0,2022-07-11 07:20:02.705825,2022-06-12,fwd_roic,0.001570779112535856,PUMG.DE,
1,2022-07-11 07:20:02.705825,2022-06-19,fwd_roic,0.001573344836910629,PUMG.DE,
2,2022-07-11 07:20:02.705825,2022-06-26,fwd_roic,0.0015725512026556522,PUMG.DE,
3,2022-07-11 07:20:02.705825,2022-04-17,fwd_roic,0.0015112917550607517,PUMG.DE,
4,2022-07-11 07:20:02.705825,2022-04-24,fwd_roic,0.0015114072658602756,PUMG.DE,
5,2022-07-11 07:20:02.705825,2022-05-01,fwd_roic,0.0014891707854133647,PUMG.DE,
6,2022-07-11 07:20:02.705825,2022-05-08,fwd_roic,0.0015170348552318658,PUMG.DE,
7,2022-07-11 07:20:02.705825,2022-05-15,fwd_roic,0.001517028052411816,PUMG.DE,
8,2022-07-11 07:20:02.705825,2022-05-22,fwd_roic,0.0015184862963488334,PUMG.DE,
9,2022-07-11 07:20:02.705825,2022-05-29,fwd_roic,0.0015709275400069525,PUMG.DE,
10,2022-07-11 07:20:02.705825,2022-06-05,fwd_roic,0.0015710600512213702,PUMG.DE,
11,2022-07-11 07:25:24.304208,2001-12-02,fwd_roic,0.017328222436472963,PUMG.DE,
12,2022-07-11 07:25:24.304208,2001-12-09,fwd_roic,0.017276292520877784,PUMG.DE,
13,2022-07-11 07:25:24.304208,2001-12-16,fwd_roic,0.017094675651072748,PUMG.DE,
14,2022-07-11 07:25:24.304208,2001-12-23,fwd_roic,0.017005834959306132,PUMG.DE,
15,2022-07-11 07:25:24.304208,2001-12-30,fwd_roic,0.016892320829300388,PUMG.DE,
16,2022-07-11 07:25:24.304208,2002-01-06,fwd_roic,0.018685632533174432,PUMG.DE,
17,2022-07-11 07:25:24.304208,2002-01-13,fwd_roic,0.01866156421550567,PUMG.DE,
18,2022-07-11 07:25:24.304208,2002-01-20,fwd_roic,0.018605579925904947,PUMG.DE,
19,2022-07-11 07:25:24.304208,2002-01-27,fwd_roic,0.018435777930573074,PUMG.DE,
20,2022-07-11 07:25:24.304208,2002-02-03,fwd_roic,0.020624712446733813,PUMG.DE,
21,2022-07-11 07:25:24.304208,2002-02-10,fwd_roic,0.020624712446733813,PUMG.DE,
22,2022-07-11 07:25:24.304208,2002-02-17,fwd_roic,0.02021382157560858,PUMG.DE,
23,2022-07-11 07:25:24.304208,2002-02-24,fwd_roic,0.020111493111039404,PUMG.DE,
24,2022-07-11 07:25:24.304208,2000-01-02,fwd_roic,0.01518774211090789,PUMG.DE,
25,2022-07-11 07:25:24.304208,2000-01-09,fwd_roic,0.015071379372326497,PUMG.DE,
26,2022-07-11 07:25:24.304208,2000-01-16,fwd_roic,0.015107781350213454,PUMG.DE,
